review,sentiment
"Excellent performance. There still are good actors around! Also great directing and photography. Very true to Shakespear, and a 'must' for all Shakespear fans. Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting. Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil. If you love death and decay, and Shakespears lyrics... this is the one.",positive
"Now I love Bela Lugosi,don't get me wrong,he is one of the most interesting people to ever make a movie but he certainly did his share of clunkers.This is just another one of those.<br /><br />Lugosi plays Dr.Lorenz,a doctor who has had his medical license pulled for unexplained reasons.He is however doing experiments to keep his wife young and beautiful.It's revealed that she is 70-80 years old yet Lugosi looks to be in his mid 50's so why he is married to this old woman is never really explained.<br /><br />Anyway these treatments or experiments involved giving brides who are at the altar being married some sort of sweet smelling substance whereby they pass out but are thought to be dead.Then Lugosi and some of his assistants steal the body on its way to the morgue and take it back to his lab where it's kept in some sort of suspended animation or catatonic state.Then the stolen brides have a needle rammed somewhere in their bodies,maybe the neck,and then the needle is rammed into the body of Lugosi's wife to bring her back to youth and beauty.We never really see where Lugosi sticks the needle or what it is that he draws out of the brides but it somehow restores his wife .Apparently old age makes you scream with pain because Lugosi's wife does a lot of screaming until she gets back to her younger state.Helping Lugosi in his lab is the only good thing about this movie....a weird old hag and her two deformed sons....one son is a big lumpy looking slow acting fellow who likes to fondle the snoozing brides and the other son is a mean little dwarf....little person, to be politically correct in today's world.At night these three just sort of pile up and sleep in Lugosi's dreary downstairs lab.Who these 3 are and how they came to be Lugosi's scared assistants is,like a lot of stuff in this film, never explained.<br /><br />So anyway a female reporter is given the assignment by her gruff editor to find out where all the stolen brides are going to.She quickly figures out that the one common thing among all the stolen brides is a rare orchid that is found on them.So she asks around and is told that there is a world renowned orchid expert living nearby who just happens to be the one who developed this particular orchid.This expert turns out to be creepy Dr.Lorenz.She quickly tracks him down and upsets his little house of horrors.I'm not sure where the police were during all this but they came in to mop up after the reporter had done all the dirty work.<br /><br />It seems that Lugosi's movies always had some sort of unnecessary silly plot line that just made the whole thing stink to high heavens.I mean a world famous orchid expert kidnaps brides by sending them a doped up orchid he himself is known to have developed? D'OH!<br /><br />And then later it's revealed that the young ladies don't even have to be brides for the procedure to work so why would Lugosi keep kidnapping brides from heavily guarded churches for his experiments and create all the attention and newspaper headlines? Why not just grab a prostitute off the street like a normal weirdo pervert would do? This clunker reminded me a lot of another Lugosi stinker,""The Devil Bat""....same silly plot lines and bad acting and same silly 'reporter gets bad guy' deal.<br /><br />But Lugosi is always good--he is creepy and sinister enough to keep you interested at least enough to keep watching him.The woman playing the reporter was just a terrible actor....she had no emotion whatsoever,she just delivered her lines like a machine gun ,spewing them out as quickly as she could.Everyone else pretty much blew too,when it came to being good actors.<br /><br />But this thing is watchable ,if only for Bela Lugosi fans.Lugosi was always so intense even when the picture was a dog.He must have known he was doing terrible pictures but maybe he also knew that if he gave it everything he had a little of that intensity might shine through past all the bad plots and bad acting which surrounded him.<br /><br />And he was right----we horror fans will always have a love for Bela Lugosi.He gave it his all every time he was in front of the camera.We do give two f**ks for you,Bela.",negative
"This is like a school video project and a propaganda film that puts the whole class as well as the teacher to sleep.<br /><br />Utterly boring long silent(yes, silent) strings of unrelated video clips.<br /><br />Instead of this movie watch the paint dry or the grass grow- it will be more interesting unless you enjoy seeing Arabs being malicious to everyone around them.<br /><br />Sulieman (the Director) should be embarrassed of this lame waste of film.<br /><br />It deserves a one for the movie quality, a zero for the ridiculous propaganda message and a negative number for the script (or lack thereof.)",negative
"Poor Jane Austen ought to be glad she's not around to see this dreadful wreck of an adaptation. So many great Jane Austen movies have come out recently that this one deserves to be permanently buried along with two other movies I despise-The Man in the Gray Flannel Suit and the 1969 version of David Copperfield. My main beef with the movie is that it completely misses the point of the book. Jane Austen was poking fun at the Gothic mania in her society, and much of the novel is tongue in cheek. The movie, however, is serious and comes across terribly melodramatically. The lighthearted, fun-poking flavor of Austen's writing is completely and conspicuously absent from this ponderous foray iinto horror meets period drama. The scenes of Catherine's imagination are both gratuitous and uninteresting. Also, Henry Tilney is dreadfully unappealing. Why, I ask, would anyone fall for him? If you are looking for a fun-filled Jane Austen evening, watch Emma instead!",negative
"I am not a usual commenter on this website but seeing how underrated this movie is, I endeavour myself to write some comments and remarks about it. I had fun watching this movie, perhaps because Cat is everything I wish I could be, I am not going to post spoilers or reveal plots but there's are things that i really found amazing, the way she manipulates people it's just so divine. this is a very underrated movie, I lack of arguments here, I usually go enjoy and then speak little about it, when you go to the movies is to have fun, and i really enjoyed the 1h53 i stayed in the dark room. a must seen over and over again until the delight fades away. let's try not be so critical about it. thank you for reading.",positive
"I like end-of-days movies. I like B-movies. I was hoping I would like this movie.<br /><br />I could ignore the poor effects, the often atrocious music, the cringe-inducing lines. I could ignore the unexplained events, and the fact that the movie constantly relies on deus ex machina is excusable, given the subject matter. I could ignore the fact that the people who fight hunger and try to reach world peace are the bad guys. None of these things kill the movie. What kills this movie is that it's just plain and simple boring. Nothing actually happens; almost all scenes in the movie are designed to push the movie creators' morals on the viewers, at the cost of actually having a coherent story, or any kind of suspense.<br /><br />If you're looking for an entertaining B-movie, look elsewhere. This movie is just boring.",negative
"The original ""les visiteurs"" was original, hilarious, interesting, balanced and near perfect. LV2 must be a candidate for ""Worst first sequel to a really good film"". In LV2 everyone keeps shouting, when a gag doesn't work first it's repeated another 5 times with some vague hope that it will eventually become funny. LV2 is a horrible parody of LV1, except of course that a parody should be inventive. If you loved LV1 just don't see this film, just see LV1 again!!",negative
"I liked SOLINO very much. It is a very heart-rending story of an italian family moving to Germany. And it's an story about brotherly love, hope and disappointment. And the film is never boring. Go and see SOLINO!",positive
"The 60´s is a well balanced mini series between historical facts and a good plot. In four deliveries, we follow a north American family, with 3 members. But we don't only see them. We also follow the story of several characters as a black reverend, an extremist student leader, and a soldier in Vietnam. The filmography is just extraordinary. In the first chapters, we see some shots of the Vietnam war, in between the scenes. The next chapter, doesn't start where the last one finished, it starts some time after, giving us a little mystery on what happened. In general, The 60´s mini series, is a must see, not only for hippies fanatics, but for everyone with little curiosity about the topic.",positive
"This early film has its flaws-- a predictable plot and some overlong scenes of dubious relevance-- but it already clearly demonstrates Hitchcock's mastery of editing and the use of powerful images. It's also among the most expressionist of his films stylistically; note, for examples, the weird distortions he uses during the party sequence and the frequent echoes of both title and plot in the imagery.<br /><br />Its core, though, remains the final match, which is still among the more exciting examples of cinematic boxing. Even though you know that the hero has to win, it becomes quite believable that he will lose, and the movement of his wife from the champion's corner to his, motivating the final plot pay-off, is very well entwined with the progress of the match. The inserts of the stopwatch do exactly what they should; you can almost hear the ticking (even though this is a silent film, the visuals often have a surprisingly auditory feel to them). The pacing becomes astonishingly rapid, and the viewer gets sucked into the excitement and brutality of both the match and the sexual jealousy which underlies it.<br /><br />The only DVD release with which I am familiar is that of Laserlight, a public domain company. As with each Hitchcock silent they've released, they've attached various musical selections, mostly orchestral, to the action. The sound editing is frequently sloppy, and the sound quality varies widely, but some genuine care seems to have gone into most of the actual choices, and the music accompanying the final match works extremely well; it is unlikely that this sequence will ever be better accompanied than it is here.<br /><br />This is a much more impressive film than its present obscurity would suggest. It deserves an honorable place in both the Hitchcock canon and the slender list of worthwhile boxing films.",positive
"Whilst I have loved haunted house movies such as Amityville and Poltergeist, this made for TV adaption of Susan Hills book packs a huge punch on the horrors of Hollywood.<br /><br />With a brilliant cast (many of which star in Heartbeat and other TV dramas), great acting, and fantastic setting (which portrays 1920's life convincingly), it has all the right ingredients to entice the viewer into what is a powerful ghost story.<br /><br />Herbert Wise did not need blood, violence, or gore to send chills down the spines of an audience. Using your own imagination, the Woman In Black is a figure of fear and dread, and whose presence is never absent once she first appears.<br /><br />The main character Arthur Kidd, a solicitor, learns about his unseen spectre on his mission to settle the estate. The widow dies and Arthur spends few nights inside her dreary home in which he notices many oddities, which may haunt him for some days. Some of the scenes are very unsettling and claustrophobic, particularly the locked room which opens itself, which turns the generator off and closes Arthur in darkness. The film becomes more harrowing the more you put yourself in Arthurs shoes, and his efforts to shake this ghost off. The writer puts many chilling additions into the story, an example being the tin soldier's re-appearance. One is eager to learn the meaning of it all. The fact we never really learn that much about the widow, leaves more to the imagination and makes it all the more unsettling.<br /><br />The widow for the most part, looks vicious and intimidating. The scene after winding the generator sent the chills down me, a woman who appears out of nowhere on isolated marshy land with a howling wind  having been on such properties myself I can appreciate how isolating this is. And the scene in the inn was perhaps the most horrible things I've seen, one I don't wish to watch in a hurry or show to elderly relatives. I have often woken up at night thinking she was behind me in my sleep.<br /><br />The Woman In Black is a great TV movie and a lost gem. I agree to some extent the Internet hype for this film has been totally overblown and can see why people were disappointed after spending the best of £50 on it, but I think the net has defeated hidden gems because it makes films like these over-exposed. I think it's still brilliant and fantastically acted and I consider it the greatest ghost story of the last century.",positive
"This may just be the worst movie ever produced. Worst plot, worst acting, worst special effects...be prepared if you want to watch this. The only way to get enjoyment out of it is to light a match and burn the tape of it, knowing it will never fall into the hands of any sane person again.",negative
"It's too bad these guys, the so-called judges, are such jerks, even the nominally ""sensitive"" ones. It's the self-congratulatory tone that really makes me sick though; these guys don't have any perspective on their behaviour. I think the real problem, though, is the quality of the contestants. Not a single smooth or truly charming one in the lot. They pick the most pathetic girls out of the crowd because they're the only ones these guys have a chance with. Let's see some real players trying for a truly unattainable girl, and maybe you have a show. Otherwise, you have a revolting half-hour of self-love. And real sexual tension takes two.",negative
"The US appear to run the UK police who all run around armed to the teeth and did you know that CID officers change into uniform when they stop work and go down the pub! This has got to be one of the most unrealistic films with the worst portrayal of ""real"" UK police that has ever been foisted on the unsuspecting public. I can see that Mr Snipes might have needed the money to pay his back tax bill but what the heck a good actor like Charles Dance was doing in it is a mystery.<br /><br />Worse than the worse low budget ""B"" film of the 50's. An hour and a half of suicide and time I will never get back.<br /><br />Avoid it like the veritable plague.",negative
"Wow, what an overrated movie this turned out to be! It was supposed to be ""an extremely suspenseful tale of a crazed killer holding a woman hostage and in terror in her home."" Well, I doubt it terrorized audiences in the early '50s and I know it would put today's audiences asleep.<br /><br />""Sends shivers down the spine,"" proclaims the New York Times. No, the only shivers I get is that anyone is left on the planet who believes anything the N.Y. Times prints about anything.<br /><br />Well, it was about a deranged man who held a woman hostage for a short time in her house but the man. ""Howard Wilton"" (Robert Ryan) was actually harmless and friendly. In fact, this was one of the nicest roles Ryan ever played! Yes, ""Wilton"" was nuts but he never harmed the woman and only wanted a friend to trust.<br /><br />The film even turned boring after awhile with very little going on except a lot of yakking. <br /><br />Beware, my reader.....this sucks.",negative
"Gender Bender sexes things up a bit for the x-files. This episode has an interesting premise, a good story, but an ending that is wanting. Gender Bender is also the x-files debut for actor Nicholas Lea, better known as Alex Krycek. In this episode he plays Michael, a man attacked by one of ""The Kindred"". You need to see this episode just to see Nic Lea's less than spectacular beginning. An interesting thing about the Kindred's ""power of seduction"". When Marty does it to his victims, they become turned onto him/her. However, when Andrew seduces Scully, she only because disoriented and groggy, and does not become attracted to Andrew. Maybe it's because Marty has more experience at it than Andrew. This episode reminds me of why it would sometimes be miserable to film up in British Columbia. Throughout the episode it is so wet, soggy, and muddy, it could not have been that much fun. Despite the disappointing ending, Gender Bender is still a decent episode to view.",positive
"Went to see this as Me and my Lady had little else to do on a sunday afternoon I like films that deal with sleazy,loser characters and this is full of em. After a slow start we get some good turns from the cast but it is the actual 'Bellini' that both makes and lets the film down. The 'Bellini' is one of the funniest scenes I have seen in a film for a long while but is too short and could have made this a masterpiece overall 71/2 out of 10",positive
"Being a huge die-hard Monkey Island fan, I fugured this one would be terrible since Ron Gilbert didn't make it. Boy was I surprised! Although it's still not as good as the first two, it has the comedy that I wanted. I was a little nervous about the new graphics, new SCUMM engine, and just the fact that it was on a CD. But it all came together, and it was interesting to finally hear the voices of your favorite characters. I especially enjoyed that SWORD FIGHTING had returned. And the whole story about finding the big uncursed ring was just incredible. Go ahead and try out this two-CD adventure. And now we can rejoice, because Monkey Island 4:Escape from Monkey Island is coming out REALLY REALLY soon! This fall!",positive
"OK, first of all, Steve Irwin, rest in peace. You were loved by many fans. Now...this movie wasn't a movie at all. It was ""The Crocodile Hunter"" TV program with bad acting, bad scripts, and bad directing in between Steve capturing or teaching us about animals. He was entertaining as an animal seeker/specialist. Millions will miss him. But the whole movie idea was a big mistake. The plot was so broken, it was almost non-existent. Casting was horrible. The acting wasn't even worth elementary school-level actors. The direction must be faulted as well. If you can't get a half-way decent performance out of your actors, no matter how bad the script is, you must not be that good in the first place. I could have written a better script. I wish I had never been to see this movie. Of course, I watched it for $3 ($1.50 for me, $1.50 for my son.) while out with friends who insisted upon seeing this instead of Scooby Doo Live Action. My son, who is not so discriminating, liked the movie alright, but he still has never asked to see it again. If you want fond memories of Steve Irwin, buy his series on DVD. Avoid this movie like the plague. If I were Steve, I know I wouldn't want to be remembered for this movie. Respect him: avoid this movie!",negative
"This movie is a shameful result of what happens when:<br /><br />A) It is written, directed and produced by an idiot. and/or B) It was rushed in production to satiate the poker/Stu Ungar craze. <br /><br />The story from beginning is uneven. Vidmer spends too much time on Ungar's childhood and not enough on some of the legendary tales -- such as counting cards, his blackjack escapades, the roll of money as id. He also leaves out mentions of other poker greats such as chip reese, brunson etc. The movie is a complete mess from beginning to end. <br /><br />If you want a more complete and accurate account, read the book One of a Kind. If you thought the movie was good, read the book and change your mind.",negative
"CRYSTAL VOYAGER is a strange documentary about an eccentric surfer living in Australia. An American by birth George Greenough has surfed and photographed himself, friends and recently, dolphins, in Australia for 35 years, all using various re invented cameras which he either straps on his back, board or boat. In the mid 70s he teamed up with Surf Mag editor and budding film maker David Elfick to create this visually interesting tale about this life and photography. The 75 minute feature CRYSTAL VOYAGER is the result. Even in the 70s audiences were a bit puzzled by this film, neither surf-ing movie nor surf movie, because George swims about on a children's zippy board, not a real surfboard.... it offset the tedious droning of George (occasionally so dry or droll that it was actually funny.. like almost setting himself on fire or falling over something) with a spectacular 'you are there' power glide through a wave that ran for 23 minutes all set to Pink Floyd music. In 1974 when the Sydney Opera house opened, it also contained a cinema. Crystal Voyager was booked in there as an arty-sporty OZ pic and by default became a hit: as the 'opera house tickets' cost far more than a movie ticket, audiences flocked to see this film as an excuse to 'have been to the Sydney Opera House'...so the film did record business as a low budget attraction to locals and tourists who wanted to tell neighbors that they had seen a show 'there'. This created this myth that the film was a huge crowd puller and the reputation spread. As a result it was teamed with the fantasy cartoon FANTASTIC PLANET and had a trippy run through the UK and Europe as a double feature. I ran it at a coastal cinema in the 70s and the crowd was rather nonplussed about it all. Recently George has re emerged Lord Of The Flies style with another well photographed sea adventure called DOLPHIN GLIDE that offers viewers a dive and swim with the wild dolphins of Byron Bay. It is an eccentric 20 min short with an even more eccentric 20 min 'how George did it' short. Each were met with a collective yawn by both the media and the pubic in January 2005.... all of which makes CRYSTAL VOYAGER a 'you had to have been there' fluke all those years ago. However at a special Oz Surf night at an outdoor cinema last year 2000 people turned up....but then 2000 turn up every night to see anything there during this summer season of films.....so the damned thing fluked another box office binge. How many actually enjoyed it is very much open to debate. Again they were more than likely just plain puzzled by this mad film with an astonishing reputation. Elfick however, since 1975, has gone onto a stellar career as a major producer and director of many lauded Australian and international films. Look up NO WORRIES or STARSTRUCK or UNDERCOVER or RABBIT PROOF FENCE or LOVE IN LIMBO for clear and present applause at his achievements. George, however, is still floating around out there somewhere droning away and looking for something else to film, or drop a camera on.",negative
"A comparison between this movie and 'The Last Detail' is made by some, but 'Chasers' is flatter than a stretch of Interstate highway in west Texas. And like the scenery in the desert, there's nothing much to distinguish it, not even the fact that a female prisoner is being transported by two navy escorts this time around. No one in the cast comes off too well; with this lame script that's not surprising. Dennis Hopper, the director, won't give much space to this one if he ever writes a memoir, I don't think.",negative
"This movie was fun, if all over the board.<br /><br />It essentially follows the comedic romp of two grave-robbers in 19th century England, who move from conventional body snatching to trafficking in vampires, zombies and dead Roswell aliens. (I have no idea what the Roswell alien was doing in there, and neither did the producers, I think.) <br /><br />But was it funny? You bet. Even Ron Perlman, who is often the kiss of Direct to DVD Death was pretty good in this one as a priest who turns out to be the ringleader of a rival gang of body-snatchers.<br /><br />A real joy to watch this hilarious little film, and a good example of what you can do when you don't have larger than life egos on either side of the camera.",positive
"A labor of love. Each frame is picture perfect and grabs you. Then the sheer emotion and story-telling take you through a dream that stays with you long after the movie. The director gets your heart and leads it through 100 minutes of visual poetry. You are a part of the emotional ride of the characters. I have seen this movie at 2 festivals and it got with standing ovations at every showing. The remarkable story-telling transcends nationality and language and I felt I was a part of the drama unfolding before me. The casting is as perfect as one can get. Vijay Raaz, Camille and Benoit each hold their own. <br /><br />I strongly recommend this film to everyone who appreciates good cinema. I can't wait for the commercial release of this movie.",positive
"Brian Keith as Cole Wlikerson and Richard Jaeckel as Wade Matlock make excellent villains. They just love intimidating the locals in the most brutal way possible, and sneer sexily at any suggestion that there might be a more humane way to achieve their ends. It's a pity that goody-goody Glenn Ford gets in their way.",positive
"For me personally this film goes down in my top four of all time. No exceptions. James Cameron has proved himself time and time again that he is a master storyteller. Through films such as Aliens, The Abyss and both Terminators it is clear that he was a brilliant and confidant director as far as action and science-fiction goes. He sees a story and adds a strange quality to the film. But Titanic is so much different to his other strokes of brilliance. The film is exceptionally moving and allows room for surprises, plot development and interesting character developments in a story that everyone knows. The story of the famed voyager sinking on her maiden voyage is legend so the challenge was for Cameron to make a truthful, interesting and entertaining film about it. The acting is wonderful as Leonardo DiCaprio who plays Jack and Kate Winslet who plays Rose became superstars overnight with the release of this film and in most films I get annoyed when the supporting characters aren't given a lot to do but in this film it is more purposeful because as an elderly Rose (Gloria Stuart) tells her story it is quickly apparent that it is Rose's and Jack's story alone, no one else. Emotionally it is entirely satisfying and can leave no dry eye in a theater or home. The music has become iconic and legendary. It is composer James Horner's finest soundtrack ever and evokes so much from the film and the audience. The song after so long has become annoying but I still appreciate it for the phenomenon it is and this film is. Only one problem, the usual James Cameron problem, is the dialogue which is memorable but in a bad way as in how cheesy it is at points but all that aside. James Cameron has delivered a masterpiece and a romantic epic that sweeps you away on a journey of a lifetime. My heart won't go on from this one.",positive
This is a good example a film that in spite of the low rating is more than worth watching. The story is engaging and it doesn't take long before the chemistry between Nicole Kidman and Ben Chaplin grabs your attention. The acting is first class and the characters are represented well. Sometimes it feels like the director couldn't decide himself between drama and romantic comedy. Ben Chiller's portrayal of the law abiding and shy Englishman with porn S.M. magazines hidden in the bedroom creates plenty of moments for laughs! As does the look in Nicole Kidman's eyes when she is offering John his first taste of intimacy in a long time... Other times the actors and especially Nicole Kidman give this comedy quite expertly a dramatic slant.,positive
I´m only joking. This was potentially the worst film I have ever had the misfortune to sit through. How anybody in the 1950´s could have raised a laugh at this innane rubbish is beyond my comprehension. I jest not.,negative
"Based on one of the books by Gabriel Marquez and it might be brilliant literature, this cinema-adaption really sucks as it's more like fighting against sleep rather than enjoying some cinematographic delices. The story is about an old couple whose son died and living a life that is heavily dominated by poverty, and wherein the main character is a cock that hopefully one day brings some money for a forthcoming cockfight. I am in no mood to spill more words on this useless pretentious piece, just perhaps that you can see Salma Hayek in here, but sitting 90 minutes in front of your screen for just that? No gracias.....",negative
"I like bad films, but this thing is a steaming heap. From the shaky cameramen to the horrible sound and devastating acting, don't waste a second on this pile. Fifth graders could have made a better film and first graders could have written a better script. Want a real synopsis? Ugly chicks in neon bikinis dancing for way too long. A disjointed plot made worse by hideous acting. The on-location sets weren't even passable. The church scenes take place in a dance studio, and oh yeah - what's with the two tap-dance numbers that come up out of the blue?<br /><br />Oh, and the total number of naked breasts, which couldn't have even saved this film - 0. Add this one to the trash heap.",negative
"This show was so exhausting to watch and there's only two numbers Drowned World (Substitute For Love) and Paradise (Not For Me) were you can sit down and just contemplate it all. The opening of this show will go down in history as the most visually thrilling, as Madonna enters the stage via a gigantic Swarovski crystal ball that comes down from the ceiling and the huge screens from behind it show images of horses galloping. Horses play a role in this show due to Madonna falling off one. The infamous scene of Madonna on the crucifix is in this show as a huge screen counts to 12 million, the number of how many African children are orphaned due to Aids. At the end a website address comes up for anyone interested in donating. We then go into the theme of the environment and again images of politics and religion are shown. There's an interlude and then the show starts again to the music of I Love New York and Ray of Light this part of the show is one of my favorites with the dancers doing there funny hand movements. Towards the end there's the Music number with the song Disco Inferno mixed in with the song and the dancers make more of there presence known. The ending again is full of energy as the show wraps up to the tunes of Lucky Star and Hung Up and hundreds of golden balloons fall from the ceiling at the end the message ""Have you confessed?"" comes up. The DVD is worth buying and when it came out the soundtrack for the show was added as a bonus. Jonas Akerlund did a great job with the footage for this show keeping it consistent with the style of the tour.",positive
"Every time I watch this show I just want to turn it off and curse the makers for wasting my time week after week. The dialogs, or monologues rather, as everybody just rants on endlessly about nothing, are just becoming so tedious. For example, the episode I watched yesterday began with a seemingly unending rambling about how a particular dish (I forgot what it was, pasta with meatballs perhaps) always manages to turn the Gilmore family dinner into all-out war. And these were just the few seconds or so.<br /><br />So it seems every time, lots of lines, with absolutely zero content. The scripts they use must be enormous.<br /><br />But then every once in a while something happens. The babbling stops and suddenly there are these wonderful silent, emotional moments. For example, this week it was Lorelai's breakdown at the estate agent's. I just thought it was the best piece of TV I have seen for a long while.<br /><br />Almost makes everything worthwhile.",positive
"I tried to watch this adaptation, but it was just so awful I couldn't torture myself like that. The performances were quite sub-par, with the exception of Ariel. Fonda was way over the top in a role that should be handled with some subtlety. I have studied Shakespeare and seen many adaptations, and this is, by far, the worst one I have ever seen. I have to wonder why on Earth someone made this film. Shakespeare can, and has been, beautifully adapted in many cases. This is not one of them. If you must watch this film, may I suggest a drinking game? Take a drink every time they go off book from the original idea and two drinks every time Fonda overacts. You should be quite drunk in a very short time.",negative
"This movie is just funny. mindless, but funny. to enjoy this movie completely you can't have a perception of how a film like this goes and just enjoy all the side jokes and puns which are involved with the film. I still find the bit at the start funny when he says ""want a beer........cock"". funny stuff. but what makes the film decent is the fact that it doesn't try to hard to create a serious spin on the film, too many comedies try to have serious aspects which you just don't believe. But this is different and just focuses on being funny. I must say though, Yasmin bleeth is terrible in the film and adds nothing but the 3 main guys, coop, remer and squeak are very funny to watch and make the film great to watch",positive
"Rented the video for a slow Saturday night. First viewing I thought it was funny. Took a while to get used to the American caricatures (here we're more attuned to British grotesques) but very enjoyable. <br /><br />Watched it again next night and really warmed to it. The characters seemed more human - lovable, even. A film one could watch several times and get more out of it each time. However, my wife *hated* it. No accounting for tastes in humour I suppose.",positive
"The following ""review"" is one from the wrong side of the tracks, meaning two things: You will hear nothing but praises coming from me and don't be fooled by my rating. I also could tell you that this review contains no spoilers, but technically... that's a lie.<br /><br />Well,... Screw the review. I'm just going to ramble a bit. It has been a while since I had so much fun with such a bad film. And if you cannot enjoy this piece of utter drivel, then you simply have no sense of humor. First off, this movie was meant to be taken seriously, and that's the main aspect were the fun is coming from. The story? A doctor's son is terminally ill. Daddy-Doctor decides that a hart-transplant must be the only way of saving his son. So, in true mad-doctor-style, he decides that the heart of a gorilla will do the trick. Of course, the gorilla-heart is ""much too potent for a human"", so sonny-boy transforms into this hideous Ape-Man that immediately breaks free and goes on a killing and raping spree (because that's simply what any horny beast would do, isn't it?). The make-up of our Ape-Man is hilarious. There's simply no other way of putting it: The guys' face looks like a turd! I'm talking human excrement here, the solid brown kind! Beautiful! The gore in this flick is wonderful too: Aside from real footage of an open-heart surgery, we also have incredibly fake (but quite nasty) looking blood & gore effects: a decapitation, an eye-gouging, a throat-ripping, the scalping of someone's skull,... It's hilarious, and indeed it's quite incomprehensible why NIGHT OF THE BLOODY APES ever made it to the notorious UK Video-Nasties list, because all of the nasty things portrayed in this film are simply too ridiculous to be taken seriously. Oh, and there's only one bloody ape running around in it too, by the way. So, needless to say that LA HORRIPILANTE BESTIA HUMANA is a much more accurate title for this terrifying and convincing tale of science gone horribly wrong.<br /><br />When not trying to shock with poorly staged acts of bloody violence or random portrayals of female nudity, this movie manages to be highly entertaining with ingredients like nonsensical dialogues, cheap cardboard sets, plot stupidity and incredibly bad acting. Just a few random examples, maybe? About the sets: One can clearly see that the set-designers just used the same walls, doors, windows (etc.) over and over again to be build various different interior sets (e.g.: One side of the hospital room - the window side - where the unconscious wrestling girl lies, looks suspiciously similar like the window side of the basement-laboratory from where Ape-Man escapes; The set-designers also took one of the side-windows from the laboratory, made it a bit larger and just placed it in the conference-room of the hospital; All the walls in any building are the same grey-ones;...). Then there's the setting of the park. Clearly shot in a studio, you can see (on several occasions) that the grass is loose. Whenever there's some struggling/fighting/raping going on, the grass just shifts and shuffles and you can see the grey concrete from the studio-floor beneath it.<br /><br />Just a few random lines that come out the actors' mouths: <br /><br />-- In the conference-room where all the doctors are debating the disappearance of Unconscious Wrestling Girl (a disappearance that would of course mean bad publicity for the hospital), Daddy-Doctor intelligently utters ""We find ourselves in a situation that is difficult"".<br /><br />-- During that same debate a colleague-doctor cleverly remarks ""A sleepwalker! Any sleepwalker gets up."", hereby providing a solid excuse for the disappearance of Unconscious Wrestling Girl.<br /><br />-- After our investigating detective, through the amazing process of his own logical deduction, concludes and tells his superior that the murderer must be a half man/half beast, his superior answers that it's absurd, adding the line ""It's more probable that of late, more and more, you're watching on your television many of those pictures of terror""... Truly one of the best lines of the movie.<br /><br />Other sources of laughter: <br /><br />-- The two scenes were Daddy-Doctor and his Igor-like assistant kidnap the gorilla from the zoo and Unconscious Wrestling Girl from the hospital - these well thought-out acts of abduction are like taking candy from a baby.<br /><br />-- Daddy-Doctor speaks to God a lot, doesn't he?<br /><br />-- Sonny-boy calling Daddy-Doctor ""Papa"" on more than one occasion.<br /><br />-- An old lady screaming ""Aaargh!!! A dead man! A dead Man! A Dead Man!! A DEAD MAN!!!"".<br /><br />-- The plot periodically stops to wallow in scenes of women wrestling, only to go on again and do nothing with that concept. Sure, Daddy-Doctor replaces Sonny-Boy's gorilla-heart a second time with that of Unconscious Wrestling Girl, but do you think something spectacular happens after that? Like Ape-Turd-Man growing breasts or something, trying to rape men this time? Our leading living wrestling beauty (Norma Lazareno) doesn't even go into a climactic wrestling contest with Ape-Turd-Man near the movie's finale... But Ape-Turd-Man does start to show some motherly love near the end... almost (and I say ""almost"") in true KING KONG-style (i.e. the top of a building and people on the ground pointing and screaming).<br /><br />Okay, I think that's enough now. I chipped in more than my two cents here. Vomitron's Rational Rating for this sleazy piece of hilarious dreck: 2/10. Vomitron's rating From the Wrong Side of the Tracks: 8/10. Go see this film, people. It is well worth it!",negative
"Being an unrelenting non-stop over-the-top explosive melodrama, this movie is one of the worst action flicks ever produced, and utterly unbelievable in every way. The pace is constantly fever-pitched, and all the action and the actors are gripped by total hysteria. It is nigh unwatchable, and a stain - nay, a blotch - on the careers of everyone involved.<br /><br />The wildly exaggerated attempt at excitement undermines itself, resulting in a movie where you just go ""Come on!"" all the time. The setting and the events are impossible to take even remotely seriously. I can only rate this abomination a 1 out of 10.<br /><br />If you want to see a good asteroid movie, see Deep Impact, which is intense, sensitive and thoroughly engrossing. Everything Armageddon is not.",negative
"So we saw this on DVD at our apartment here in Paris. We're all here on an exchange program. We all laughed so hard cuz so much of what was going on in the movie happened to us! I mean yeah sure some of it was pretty clichéd but still true, know what I'm saying.<br /><br />I think I related more to the quiet guy (the Italian) than Xavier because I'm more of the observer in our group. Anyway, I wish I had a hot roommate like Cecile de France. She seems like a cool chick in the movie and for real, after I saw her hosting the Cannes Festival last month.<br /><br />Now I'm thinking I wanna go to Barcelona next summer after seeing this movie. I gotta check out the sequel too which just came out here in France.",positive
